"tagfield","liblibrarian","libopac","repeatable","mandatory","authorised_value","frameworkcode"
"902","p","p","p","1","0","","9","","","","","-6","","","","","9999"
"902","q","q","q","1","0","","9","","","","","-6","","","","","9999"
"902","r","r","r","1","0","","9","","","","","-6","","","","","9999"
"902","s","s","s","1","0","","9","","","","","-6","","","","","9999"
"902","t","t","t","1","0","","9","","","","","-6","","","","","9999"
"902","u","u","u","1","0","","9","","","","","-6","","","","","9999"
"902","v","v","v","1","0","","9","","","","","-6","","","","","9999"
"902","w","w","w","1","0","","9","","","","","-6","","","","","9999"
"902","x","x","x","1","0","","9","","","","","-6","","","","","9999"
"902","y","y","y","1","0","","9","","","","","-6","","","","","9999"
"902","z","z","z","1","0","","9","","","","","-6","","","","","9999"
"903","0","0","0","1","0","","9","","","","","-6","","","","","9999"
"903","1","1","1","1","0","","9","","","","","-6","","","","","9999"
"903","2","2","2","1","0","","9","","","","","-6","","","","","9999"
"903","3","3","3","1","0","","9","","","","","-6","","","","","9999"
"903","4","4","4","1","0","","9","","","","","-6","","","","","9999"
"903","5","5","5","1","0","","9","","","","","-6","","","","","9999"
"903","6","6","6","1","0","","9","","","","","-6","","","","","9999"
"903","7","7","7","1","0","","9","","","","","-6","","","","","9999"
"903","8","8","8","1","0","","9","","","","","-6","","","","","9999"
"903","9","9","9","1","0","","9","","","","","-6","","","","","9999"
"903","a","a","a","1","0","","9","","","","","-6","","","","","9999"
"903","b","b","b","1","0","","9","","","","","-6","","","","","9999"
"903","c","c","c","1","0","","9","","","","","-6","","","","","9999"
"903","d","d","d","1","0","","9","","","","","-6","","","","","9999"
"903","e","e","e","1","0","","9","","","","","-6","","","","","9999"
"903","f","f","f","1","0","","9","","","","","-6","","","","","9999"
"903","g","g","g","1","0","","9","","","","","-6","","","","","9999"
"903","h","h","h","1","0","","9","","","","","-6","","","","","9999"
"903","i","i","i","1","0","","9","","","","","-6","","","","","9999"
"903","j","j","j","1","0","","9","","","","","-6","","","","","9999"
"903","k","k","k","1","0","","9","","","","","-6","","","","","9999"
"903","l","l","l","1","0","","9","","","","","-6","","","","","9999"
"903","m","m","m","1","0","","9","","","","","-6","","","","","9999"
"903","n","n","n","1","0","","9","","","","","-6","","","","","9999"
"903","o","o","o","1","0","","9","","","","","-6","","","","","9999"
"903","p","p","p","1","0","","9","","","","","-6","","","","","9999"
"903","q","q","q","1","0","","9","","","","","-6","","","","","9999"
"903","r","r","r","1","0","","9","","","","","-6","","","","","9999"
"903","s","s","s","1","0","","9","","","","","-6","","","","","9999"
"903","t","t","t","1","0","","9","","","","","-6","","","","","9999"
"903","u","u","u","1","0","","9","","","","","-6","","","","","9999"
"903","v","v","v","1","0","","9","","","","","-6","","","","","9999"
"903","w","w","w","1","0","","9","","","","","-6","","","","","9999"
"903","x","x","x","1","0","","9","","","","","-6","","","","","9999"
"903","y","y","y","1","0","","9","","","","","-6","","","","","9999"
"903","z","z","z","1","0","","9","","","","","-6","","","","","9999"
"904","0","0","0","1","0","","9","","","","","-6","","","","","9999"
"904","1","1","1","1","0","","9","","","","","-6","","","","","9999"
"904","2","2","2","1","0","","9","","","","","-6","","","","","9999"
"904","3","3","3","1","0","","9","","","","","-6","","","","","9999"
"904","4","4","4","1","0","","9","","","","","-6","","","","","9999"
"904","5","5","5","1","0","","9","","","","","-6","","","","","9999"
"904","6","6","6","1","0","","9","","","","","-6","","","","","9999"
"904","7","7","7","1","0","","9","","","","","-6","","","","","9999"
"904","8","8","8","1","0","","9","","","","","-6","","","","","9999"
"904","9","9","9","1","0","","9","","","","","-6","","","","","9999"
"904","a","a","a","1","0","","9","","","","","-6","","","","","9999"
"904","b","b","b","1","0","","9","","","","","-6","","","","","9999"
"904","c","c","c","1","0","","9","","","","","-6","","","","","9999"
"904","d","d","d","1","0","","9","","","","","-6","","","","","9999"
"904","e","e","e","1","0","","9","","","","","-6","","","","","9999"
"904","f","f","f","1","0","","9","","","","","-6","","","","","9999"
"904","g","g","g","1","0","","9","","","","","-6","","","","","9999"
"904","h","h","h","1","0","","9","","","","","-6","","","","","9999"
"904","i","i","i","1","0","","9","","","","","-6","","","","","9999"
"904","j","j","j","1","0","","9","","","","","-6","","","","","9999"
"904","k","k","k","1","0","","9","","","","","-6","","","","","9999"
"904","l","l","l","1","0","","9","","","","","-6","","","","","9999"
"904","m","m","m","1","0","","9","","","","","-6","","","","","9999"
"904","n","n","n","1","0","","9","","","","","-6","","","","","9999"
"904","o","o","o","1","0","","9","","","","","-6","","","","","9999"
"904","p","p","p","1","0","","9","","","","","-6","","","","","9999"
"904","q","q","q","1","0","","9","","","","","-6","","","","","9999"
"904","r","r","r","1","0","","9","","","","","-6","","","","","9999"
"904","s","s","s","1","0","","9","","","","","-6","","","","","9999"
"904","t","t","t","1","0","","9","","","","","-6","","","","","9999"
"904","u","u","u","1","0","","9","","","","","-6","","","","","9999"
"904","v","v","v","1","0","","9","","","","","-6","","","","","9999"
"904","w","w","w","1","0","","9","","","","","-6","","","","","9999"
"904","x","x","x","1","0","","9","","","","","-6","","","","","9999"
"904","y","y","y","1","0","","9","","","","","-6","","","","","9999"
"904","z","z","z","1","0","","9","","","","","-6","","","","","9999"
"905","0","0","0","1","0","","9","","","","","-6","","","","","9999"
"905","1","1","1","1","0","","9","","","","","-6","","","","","9999"
"905","2","2","2","1","0","","9","","","","","-6","","","","","9999"
"905","3","3","3","1","0","","9","","","","","-6","","","","","9999"
"905","4","4","4","1","0","","9","","","","","-6","","","","","9999"
"905","5","5","5","1","0","","9","","","","","-6","","","","","9999"
"905","6","6","6","1","0","","9","","","","","-6","","","","","9999"
"905","7","7","7","1","0","","9","","","","","-6","","","","","9999"
"905","8","8","8","1","0","","9","","","","","-6","","","","","9999"
"905","9","9","9","1","0","","9","","","","","-6","","","","","9999"
"905","a","a","a","1","0","","9","","","","","-6","","","","","9999"
"905","b","b","b","1","0","","9","","","","","-6","","","","","9999"
"905","c","c","c","1","0","","9","","","","","-6","","","","","9999"
"905","d","d","d","1","0","","9","","","","","-6","","","","","9999"
"905","e","e","e","1","0","","9","","","","","-6","","","","","9999"
"905","f","f","f","1","0","","9","","","","","-6","","","","","9999"
"905","g","g","g","1","0","","9","","","","","-6","","","","","9999"
"905","h","h","h","1","0","","9","","","","","-6","","","","","9999"
"905","i","i","i","1","0","","9","","","","","-6","","","","","9999"
"905","j","j","j","1","0","","9","","","","","-6","","","","","9999"
"905","k","k","k","1","0","","9","","","","","-6","","","","","9999"
"905","l","l","l","1","0","","9","","","","","-6","","","","","9999"
"905","m","m","m","1","0","","9","","","","","-6","","","","","9999"
"905","n","n","n","1","0","","9","","","","","-6","","","","","9999"
"905","o","o","o","1","0","","9","","","","","-6","","","","","9999"
"905","p","p","p","1","0","","9","","","","","-6","","","","","9999"
"905","q","q","q","1","0","","9","","","","","-6","","","","","9999"
"905","r","r","r","1","0","","9","","","","","-6","","","","","9999"
"905","s","s","s","1","0","","9","","","","","-6","","","","","9999"
"905","t","t","t","1","0","","9","","","","","-6","","","","","9999"
"905","u","u","u","1","0","","9","","","","","-6","","","","","9999"
"905","v","v","v","1","0","","9","","","","","-6","","","","","9999"
"905","w","w","w","1","0","","9","","","","","-6","","","","","9999"
"905","x","x","x","1","0","","9","","","","","-6","","","","","9999"
"905","y","y","y","1","0","","9","","","","","-6","","","","","9999"
"905","z","z","z","1","0","","9","","","","","-6","","","","","9999"
"906","0","0","0","1","0","","9","","","","","-6","","","","","9999"
"906","1","1","1","1","0","","9","","","","","-6","","","","","9999"
"906","2","2","2","1","0","","9","","","","","-6","","","","","9999"
"906","3","3","3","1","0","","9","","","","","-6","","","","","9999"
"906","4","4","4","1","0","","9","","","","","-6","","","","","9999"
"906","5","5","5","1","0","","9","","","","","-6","","","","","9999"
"906","6","6","6","1","0","","9","","","","","-6","","","","","9999"
"906","7","7","7","1","0","","9","","","","","-6","","","","","9999"
"906","8","8","8","1","0","","9","","","","","-6","","","","","9999"
"906","9","9","9","1","0","","9","","","","","-6","","","","","9999"
"906","a","a","a","1","0","","9","","","","","-6","","","","","9999"
"906","b","b","b","1","0","","9","","","","","-6","","","","","9999"
"906","c","c","c","1","0","","9","","","","","-6","","","","","9999"
"906","d","d","d","1","0","","9","","","","","-6","","","","","9999"
"906","e","e","e","1","0","","9","","","","","-6","","","","","9999"
"906","f","f","f","1","0","","9","","","","","-6","","","","","9999"
"906","g","g","g","1","0","","9","","","","","-6","","","","","9999"
"906","h","h","h","1","0","","9","","","","","-6","","","","","9999"
"906","i","i","i","1","0","","9","","","","","-6","","","","","9999"
"906","j","j","j","1","0","","9","","","","","-6","","","","","9999"
"906","k","k","k","1","0","","9","","","","","-6","","","","","9999"
"906","l","l","l","1","0","","9","","","","","-6","","","","","9999"
"906","m","m","m","1","0","","9","","","","","-6","","","","","9999"
"906","n","n","n","1","0","","9","","","","","-6","","","","","9999"
"906","o","o","o","1","0","","9","","","","","-6","","","","","9999"
"906","p","p","p","1","0","","9","","","","","-6","","","","","9999"
"906","q","q","q","1","0","","9","","","","","-6","","","","","9999"
"906","r","r","r","1","0","","9","","","","","-6","","","","","9999"
"906","s","s","s","1","0","","9","","","","","-6","","","","","9999"
"906","t","t","t","1","0","","9","","","","","-6","","","","","9999"
"906","u","u","u","1","0","","9","","","","","-6","","","","","9999"
"906","v","v","v","1","0","","9","","","","","-6","","","","","9999"
"906","w","w","w","1","0","","9","","","","","-6","","","","","9999"
"906","x","x","x","1","0","","9","","","","","-6","","","","","9999"
"906","y","y","y","1","0","","9","","","","","-6","","","","","9999"
"906","z","z","z","1","0","","9","","","","","-6","","","","","9999"
"907","0","0","0","1","0","","9","","","","","-6","","","","","9999"
"907","1","1","1","1","0","","9","","","","","-6","","","","","9999"
"907","2","2","2","1","0","","9","","","","","-6","","","","","9999"
"907","3","3","3","1","0","","9","","","","","-6","","","","","9999"
"907","4","4","4","1","0","","9","","","","","-6","","","","","9999"
"907","5","5","5","1","0","","9","","","","","-6","","","","","9999"
"907","6","6","6","1","0","","9","","","","","-6","","","","","9999"
"907","7","7","7","1","0","","9","","","","","-6","","","","","9999"
